libuser,gender,age,award_total_amount
yes,male,44,7197550.250464717
yes,female,49,4281335.353694562
yes,female,59,3416531.716549446
no,female,58,5792183.366205086
yes,female,66,5213318.336125208
no,male,48,5622035.966808681
no,female,68,5609458.950303582
no,male,60,5563716.734560935
no,male,67,6511201.473292279
yes,female,54,4040588.596960628
no,female,47,3779882.696299208
no,female,52,3441790.8556218143
yes,male,45,4998736.521014091
no,female,56,3493390.20496824
yes,male,60,7002948.441352805
no,male,61,7393543.359591546
yes,female,58,6160205.181721615
no,male,63,6863161.621285874
yes,female,68,5374853.722508968
yes,female,47,4131648.241373381
no,male,51,5248533.577083
no,female,46,3759576.7459530616
yes,male,48,5722118.43361236
yes,male,39,5717283.04446983
no,male,57,5963529.407430516
no,male,53,5209025.113745294
yes,male,60,5719374.178973806
yes,male,54,5521450.5596786365
yes,male,58,5973378.39754105
no,male,50,6058882.476429095
no,male,59,6288453.505077078
no,female,63,5088148.985998613
yes,male,47,5019314.512970142
no,female,56,4328197.135920959
no,female,56,2520448.355351772
yes,female,49,3657301.5100150667
yes,male,56,6911324.603997621
yes,male,57,5768653.800586254
yes,male,53,6573441.499811243
yes,male,56,5457378.460778182
yes,male,55,4864933.450495701
no,female,50,5513858.949422447
yes,female,50,5131485.166345712
no,female,50,3344580.805990977
yes,female,50,5568904.1395888105
no,female,55,4417595.464409255
no,male,46,4996068.680807257
yes,male,50,6448588.050476886
no,male,64,6916183.864325913
no,male,44,3075981.6597774737
yes,male,47,4755607.184928882
no,female,59,4662850.397762191
yes,female,57,5047293.227585745
no,female,47,3343787.3902012208
no,male,48,5996675.62033314
no,female,53,4810634.403009616
yes,female,56,4565441.491032497
no,male,48,5544002.860309318
no,female,51,5259511.796501543
no,male,46,6559495.594212692
no,male,55,5180462.763258044
yes,female,59,6330547.067060622
no,female,55,5782159.34394434
yes,female,61,6258783.509141582
yes,female,58,3771242.484372935
no,male,50,5558342.750746906
yes,female,38,5113858.984340505
no,female,50,5139150.864945341
no,male,54,5159066.358889962
yes,female,51,6206177.289462853
no,male,63,5468356.981044478
yes,female,56,6377497.416157411
no,male,52,5727481.389894375
no,female,47,4043586.853434282
yes,male,57,6141330.552651768
yes,male,65,7968324.419471563
no,female,52,4157858.9306171313
no,female,43,3686664.886855285
no,female,54,4375356.0367299225
no,female,49,4289512.263870089
no,male,58,6331538.635302921
no,female,57,4295498.77821104
yes,female,47,3400379.4873228613
no,female,50,3870250.107787667
no,male,50,3059056.7564733373
yes,female,54,5512005.988240445
yes,female,47,4414273.002704984
yes,female,50,3278232.581307175
yes,male,50,4982260.471481817
no,female,46,2857487.8998047863
no,male,59,6158828.851127334
no,female,46,3832395.067937592
no,female,63,5743593.562958643
no,female,53,2490794.1136899134
no,male,51,4384148.856263887
yes,female,61,6165978.335367868
yes,male,54,4923998.000105523
no,male,41,4126699.653972333
no,female,47,2586216.7115690964
no,male,52,5306452.629904575
no,male,57,6544248.265758683
yes,female,51,3845338.6087684752
yes,male,45,6180316.558782596
yes,female,57,6386236.339906278
yes,male,56,7147316.969778008
no,female,51,4990891.903053743
no,male,54,5796368.677153028
yes,female,46,2352065.327351194
yes,male,44,6446263.670251705
yes,male,49,4739451.186203295
no,female,45,2414752.241858754
yes,female,55,3390558.5911465376
yes,female,56,4993906.414058483
no,female,50,4529148.351401774
no,male,59,5330182.890469214
yes,male,67,5377572.489082589
yes,female,50,3367458.265260979
yes,female,53,4616038.087626937
yes,female,49,5406074.337125247
yes,female,51,5139381.720820406
yes,male,56,6743462.827018945
no,female,44,2885072.627375946
yes,female,51,4590860.134118388
no,female,52,4163151.8112700596
yes,female,52,4412683.530428212
yes,female,51,6886731.479933232
no,male,61,6111688.398347403
yes,female,59,4497241.687422715
no,female,63,3882869.718594005
yes,female,50,6297765.153336248
yes,female,63,5452179.725156778
yes,male,53,4362098.271634979
no,female,64,4007358.0618628846
no,female,45,5642867.104851046
yes,female,59,4033882.6239477876
no,male,62,5285401.136843766
yes,male,62,5628793.583728247
no,male,52,4816476.186983899
yes,female,47,4113347.3332979507
yes,female,55,3867232.003513618
yes,female,48,2026269.6502766307
no,male,52,5039855.265103727
yes,female,60,4483606.525505178
yes,male,47,3530163.101688634
no,male,51,4398863.866720669
yes,female,74,7809349.810374542
no,male,52,4478826.426814778
yes,female,51,4807683.578561246
yes,female,67,6363435.46860594
no,female,59,3437955.6295286585
no,male,64,5373097.542552435
yes,female,58,5774513.754771071
yes,male,59,6322562.716633482
no,female,57,5290809.630203009
yes,female,59,4628437.775306424
yes,female,66,6065144.509527204
yes,female,51,5665548.589090545
yes,female,54,5179294.7523942655
no,female,50,2524114.8510479378
no,female,56,5639047.384338721
yes,female,49,4321503.910931586
no,female,52,3226978.4628342227
yes,male,56,5234824.117707177
no,female,64,4793487.022140789
no,female,58,4644750.597243929
no,female,63,5598060.708013977
yes,male,59,5347309.186542184
yes,female,44,2319156.5135425953
yes,female,50,4487662.886008453
yes,female,58,4496826.16886781
no,male,66,5559982.481580712
no,female,44,4991536.642472182
no,male,59,5182774.448829256
yes,male,54,5744981.170272466
yes,female,52,4177560.6675736825
yes,female,46,3221420.957128951
yes,male,46,5896173.139412869
yes,male,53,5967911.562416971
no,female,52,4901675.905589216
no,female,50,4780094.138539779
no,male,44,3073162.532670416
no,female,57,4439048.062782494
yes,male,42,3840436.0214610626
yes,male,59,5714444.287169071
no,male,50,3840879.6000508484
yes,female,54,4715290.281449105
yes,female,46,3291314.2521192087
yes,female,46,3757029.048082832
no,male,49,5277397.623124463
yes,female,54,5439679.329077954
no,female,53,3447053.3949786737
yes,female,55,6102068.65851279
yes,male,52,6697275.059866853
no,female,55,4210264.409211523
yes,male,38,5096820.536075155
yes,female,61,5894163.781519816
no,male,49,5462445.329681922
no,male,67,7593983.262305633
yes,male,56,4604898.112629143
no,female,37,1568116.5193228328
no,male,50,6323291.688524826
no,female,50,5043409.0797199095
no,female,53,4077636.5550111607
no,female,59,3914140.3127872394
yes,male,67,8375368.795612438
no,male,44,5004714.660220751
no,male,57,5914693.613186551
yes,female,55,5261813.371986841
no,female,39,3364638.0592651004
yes,male,58,5547134.565090808
yes,male,60,5536390.822170439
no,female,51,4116689.2101787287
yes,male,55,5849610.397220158
no,female,56,5279152.762521471
no,male,47,5301419.608525769
no,male,51,5539434.2949914625
yes,male,57,6438243.960056262
yes,female,46,3913013.467578439
no,male,46,6183653.6303376015
no,female,51,4589806.032231001
yes,female,59,6324860.904786941
yes,female,50,4081930.1060271617
no,male,57,6349412.263209287
no,male,56,4847424.618683582
yes,female,53,3669832.6430086438
yes,male,55,7268183.318691615
yes,female,58,5026690.979147253
yes,male,41,3407520.5818831166
yes,female,51,2782203.449903986
yes,female,47,5376869.173214488
yes,male,48,6422587.339091261
no,male,61,6171918.666512188
yes,female,43,3294280.6629532333
no,male,56,5438413.122367677
yes,male,53,6064161.263894051
yes,male,54,6259300.778755032
yes,male,55,6882834.324308469
no,male,42,3646281.412950573
yes,male,45,4346970.894536698
yes,male,60,5171049.608276781
no,male,62,4877880.703193904
yes,male,58,5966684.904469158
yes,male,54,5351953.648932445
no,male,41,4074583.6609491142
no,male,59,6277958.23933715
no,female,53,5063903.884202944
yes,female,50,5199952.925360439
yes,female,46,5162925.384985009
no,female,59,5502479.90452612
no,male,64,4481016.75154449
yes,female,61,4614395.870404653
yes,male,48,4970845.259783128
yes,female,57,4925523.519338422
no,female,54,4062973.926013596
yes,female,50,6584987.5236441735
no,male,45,4193129.5857056617
no,female,54,2826286.694289062
yes,male,54,5364918.150455474
yes,female,56,5563396.96093169
yes,male,50,4828884.247560237
no,male,44,2759410.860388894
yes,female,62,4595580.812786888
yes,male,55,5531090.883534985
yes,male,54,6433896.37842787
yes,female,68,7128154.982578909
no,male,58,5272998.358907809
yes,male,58,5985485.605287396
yes,male,59,7183061.448939705
no,female,49,4383628.111325157
no,female,47,3677572.4740566793
no,female,54,5131729.905779112
no,female,52,3230486.261358993
yes,female,51,5673525.1649372345
yes,male,58,6049641.691927383
no,female,43,2669297.0141503043
no,female,43,3598062.706697881
yes,male,45,7223420.580902052
no,male,51,3456534.456878641
yes,female,53,5596052.996296741
no,female,57,3784366.9223717363
no,female,48,4696924.136699282
yes,female,50,5033510.2023204975
yes,male,66,8406424.800723616
no,female,52,3278789.6758721014
yes,male,48,4047451.8963108915
no,male,48,5758932.708080432
no,female,49,4207745.958602396
yes,female,42,4723576.291885531
no,female,54,2501020.9300065
no,male,57,6541837.624901832
yes,male,56,4591649.270406847
no,female,65,5720914.900207787
no,male,53,5310076.130115274
yes,male,48,4246097.630066462
no,male,55,4754148.487991159
no,female,52,5068727.904868252
no,female,50,3228658.3801129633
yes,male,56,6392678.112932882
no,male,51,5789419.678835146
no,female,65,7168711.682362476
yes,female,64,6082395.209913749
no,male,50,5638231.982343556
no,male,51,6735808.024385955
no,male,53,5634299.308289116
yes,female,49,5667307.073111624
yes,female,48,4471988.422842727
yes,female,59,6905115.716197314
no,female,53,4985176.038765002
yes,male,55,5894497.349610868
no,male,57,6043540.897386085
yes,female,49,5073479.579597545
no,male,54,5160778.026041
yes,male,42,3152348.997176372
no,male,48,5881181.168698831
no,male,54,7807180.638213112
yes,male,49,5276304.272205827
yes,female,60,5361370.50487213
yes,female,46,4208752.848268775
no,male,58,4941403.6389355445
yes,male,55,4359995.345433386
yes,female,58,5881300.341763405
yes,male,52,4903791.293950371
no,male,61,5571160.478730935
yes,female,61,2495292.975337513
yes,male,55,6066125.288563506
yes,male,39,5180815.848259755
yes,male,48,4516237.773271931
yes,female,51,4163415.1522965855
no,female,48,3661627.7387982807
no,female,43,3378704.2172013386
no,female,46,5591574.494134273
no,male,54,4028799.475188684
no,male,54,6309406.69363801
yes,female,51,4301399.633567183
yes,male,55,7709536.395150184
yes,male,53,6394378.198424753
yes,female,71,6359409.112495633
no,male,51,5366870.766797012
no,male,48,5240640.135727519
no,female,62,4260856.0111919595
yes,female,65,5852654.472602832
yes,female,63,5991476.753211389
yes,female,65,6078855.418163823
yes,female,64,6330229.075526993
yes,male,53,6297573.3934683185
no,female,53,2594735.2081416473
no,female,63,4269140.733854525
no,female,47,4118015.70767007
yes,male,49,5605840.826345019
yes,male,49,4899633.394054737
yes,male,43,4897013.178666599
yes,male,54,6001236.612021975
no,male,62,6336833.160240954
no,female,50,4113150.226542149
yes,male,48,4783969.43933632
yes,male,58,5648508.1207133895
yes,male,48,5891745.903740375
no,male,61,5782034.910879502
no,male,53,6929576.302064421
yes,female,52,6270961.4628607435
no,female,52,4297812.286356631
yes,male,69,7190757.1008196715
no,female,54,4798406.0254144315
no,female,55,5849388.493853414
yes,male,50,5688944.427793772
no,female,60,6465014.363055974
yes,male,56,6003269.580508451
yes,female,56,3970349.5370339905
yes,male,57,4092157.1288877483
yes,male,55,8058955.775576264
no,female,56,4934703.150136982
yes,female,52,4685148.740832341
yes,male,64,6836807.148929373
yes,female,53,5769637.266423552
no,male,48,6685384.811550269
yes,female,49,3864034.2088854024
yes,male,53,6538720.210811454
yes,male,37,4756374.277317359
yes,male,49,6916272.462894824
yes,female,56,5669098.094646082
no,male,47,4193857.8722558813
no,male,47,3935514.4792913864
yes,male,53,6565205.210707745
no,male,50,4293506.879299379
yes,female,55,3856857.6344576953
no,female,50,5674124.583382421
no,female,50,3801113.4908545376
yes,female,43,4770374.752486817
no,female,58,4935543.975575525
no,female,67,6807718.365796089
yes,male,51,4116268.998242408
yes,female,61,6017092.864246712
no,male,50,6668996.695221635
no,male,62,4155240.618209248
yes,female,60,4676341.57614981
yes,male,55,5779316.413118751
yes,female,49,3772169.292319772
no,female,58,7538115.303113964
no,male,58,5909493.457884606
yes,male,56,5819096.847612378
no,female,57,2437289.019661044
yes,female,57,4720757.243313175
no,female,42,3260814.830974127
no,female,65,4743237.652107063
no,male,53,4927466.38083986
no,male,46,5374584.291333301
no,female,44,3377959.7093752115
no,female,70,5102666.922969712
yes,male,56,6702179.209848988
yes,male,61,6145172.2754493905
no,male,57,4643408.700064746
yes,female,53,4318581.083732798
yes,male,52,6213555.381058307
yes,female,61,6267880.600398752
no,female,50,4883269.356487934
yes,female,55,4566281.268052501
yes,female,53,3307636.418918401
yes,male,58,5411347.459019953
yes,male,45,5578918.086609604
yes,female,48,2712991.470940476
yes,male,57,5979025.117659351
no,female,44,3538940.5020905756
yes,male,53,5633479.991454754
yes,female,45,3421184.2945943377
yes,male,57,7287981.877187969
yes,female,49,4479398.35930763
yes,male,54,6485775.26211361
no,male,52,5449531.148221099
no,female,62,3616320.950377442
no,male,40,4012014.008834187
no,male,47,3374868.071494765
no,female,43,1704882.2431752807
no,male,56,6480333.804129206
yes,male,54,5320763.900453139
no,female,67,5555462.241264126
yes,male,45,6459332.548093025
yes,female,50,4098178.950234457
yes,female,57,4725287.915853674
no,female,57,4416386.26452403
no,female,51,2861514.1450467734
no,male,42,3706459.925807799
no,male,54,6582537.295119082
yes,male,56,5603747.429332792
no,female,56,5559354.910978062
yes,male,49,5422217.169070945
no,female,53,4585150.754848304
no,male,53,5956006.308118588
no,male,55,5594498.0703819115
no,male,49,5632715.545240814
yes,female,59,5723788.954536352
no,male,53,4519982.700973388
no,female,53,4954235.34266648
no,male,51,5614120.513648308
no,female,47,3853750.6599987987
no,male,52,5502635.929451122
yes,male,49,5583386.378413885
no,female,43,3856172.655480706
yes,male,51,6442367.245914851
yes,male,70,6213032.238304341
yes,female,61,5606759.6091394825
yes,male,53,6099567.418960821
no,female,50,4101000.042657476
yes,male,52,5330486.122133311
no,male,50,5291671.009281177
yes,female,50,4556169.798005459
yes,female,57,5406086.321776498
yes,male,63,8459892.038721608
no,male,48,4781543.432567399
yes,female,47,5649822.881096978
no,male,58,5208498.53447436
yes,female,49,4207700.280091313
yes,male,49,3646363.3847336476
no,female,66,5896870.160384671
no,female,55,5265995.883684525
no,female,51,2408542.655058289
yes,male,61,7182379.084773521
yes,male,55,6796337.60505838
yes,female,46,5816209.828175687
yes,female,64,5273473.851516791
yes,male,59,6059878.446358935
yes,female,41,5561850.527601379
yes,female,53,4985127.2645668015
no,male,61,6134622.338399134
no,male,47,5345507.683594368
no,female,50,5211456.857655239
no,female,49,2914157.5508722374
no,male,55,5358936.7476746
yes,female,61,3811560.838185233
yes,female,57,7020251.875129645
no,male,57,5371159.489062656
yes,female,67,6407221.01139197
no,male,59,6381553.0300203115
yes,female,44,4005254.772589691
yes,male,46,6213202.573392574
no,male,51,5680501.369185708
no,male,54,6059353.877654133
no,male,56,6895281.970244105
yes,male,52,5825775.703656073
yes,male,48,5836297.478634156
no,male,50,5026517.058605304
no,female,55,3710551.118416666
no,male,49,4803737.974858995
no,female,57,4290350.2260905625
no,male,51,5514503.0477772765
no,female,52,2602331.7091849847
no,male,43,5091318.10558493
yes,female,69,4917490.270585778
yes,female,41,3534883.5429429132
yes,male,54,5450740.142088168
yes,female,61,6984604.59016861
yes,male,55,6030252.69518289
yes,male,42,5858692.795931121
yes,female,55,3892998.9004032062
yes,male,55,7126763.736942425
yes,male,60,6272779.569861122
no,male,56,5712536.880501286
no,male,56,5859655.247297223
